;ncm;descricao;alq_ipi;aliq_ipi
14221;8516.2;- Aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes:;;
14222;8516.21.00;--Radiadores de acumulação;20.0;20.0
14223;8516.29.00;--Outros;20.0;20.0
14224;8516.3;- Aparelhos eletrotérmicos para arranjos do cabelo ou para secar as mãos:;;
14225;8516.31.00;--Secadores de cabelo;20.0;20.0
14226;8516.32.00;--Outros aparelhos para arranjos do cabelo;20.0;20.0
14227;8516.33.00;--Aparelhos para secar as mãos;20.0;20.0
14228;8516.40.00;- Ferros elétricos de passar;10.0;10.0
14229;8516.50.00;- Fornos de micro-ondas;35.0;35.0
14230;8516.60.00;"- Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas eassadeiras";12.0;12.0
14232;8516.7;- Outros aparelhos eletrotérmicos:;;
14233;8516.71.00;--Aparelhos para preparação de café ou de chá;12.0;12.0
14234;8516.72.00;--Torradeiras de pão;12.0;12.0
14235;8516.79;--Outros;;
14236;8516.79.10;Panelas;12.0;12.0
14237;8516.79.20;Fritadoras;12.0;12.0
14238;8516.79.90;Outros;15.0;15.0
14239;8516.80;- Resistências de aquecimento;;
14240;8516.80.10;Para aparelhos da presente posição;10.0;10.0
14241;8516.80.90;Outras;10.0;10.0
14242;8516.90.00;- Partes;10.0;10.0
14245;85.17;"Aparelhos telefônicos, incluindo os telefones para redes celulares e para outras redessem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outrosdados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio(tal como uma rede local (LAN) ou uma rede de área estendida (alargada*) (WAN)),exceto os aparelhos das posições 84.43, 85.25, 85.27 ou 85.28.";;
14246;8517.1;"- Aparelhos telefônicos, incluindo os telefones para redes celulares e para outras redes semfio:";;
14247;8517.11.00;--Aparelhos telefônicos por fio com unidade auscultador-microfone sem fio;10.0;10.0
14248;8517.12;--Telefones para redes celulares e para outras redes sem fio;;
14249;8517.12.1;De radiotelefonia, analógicos;;
14250;8517.12.11;Portáteis (por exemplo, walkie talkie e handle talkie);15.0;15.0
14251;8517.12.12;Fixos, sem fonte própria de energia, monocanais;15.0;15.0
14252;8517.12.13;Móveis, do tipo utilizado em veículos automóveis;15.0;15.0
14253;8517.12.19;Outros;15.0;15.0
14254;8517.12.2;De sistema troncalizado (trunking);;
14255;8517.12.21;Portáteis;15.0;15.0
14256;8517.12.22;Fixos, sem fonte própria de energia;15.0;15.0
14257;8517.12.23;Do tipo utilizado em veículos automóveis;15.0;15.0
14258;8517.12.29;Outros;15.0;15.0
14259;8517.12.3;De redes celulares, exceto por satélite;;
14260;8517.12.31;Portáteis;15.0;15.0
14261;8517.12.32;Fixos, sem fonte própria de energia;15.0;15.0
14262;8517.12.33;Do tipo utilizado em veículos automóveis;15.0;15.0
14263;8517.12.39;Outros;15.0;15.0
14264;8517.12.4;De telecomunicações por satélite;;
14265;8517.12.41;Digitais, operando em banda C, Ku, L ou S;15.0;15.0
14266;8517.12.49;Outros;15.0;15.0
14267;8517.12.90;Outros;15.0;15.0
14268;8517.18;--Outros;;
14269;8517.18.10;Interfones;10.0;10.0
14270;8517.18.20;Telefones públicos;15.0;15.0
14271;8517.18.9;Outros;;
14272;8517.18.91;Não combinados com outros aparelhos;10.0;10.0
14273;8517.18.99;Outros;10.0;10.0
14274;8517.6;"- Outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados,incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como umarede local (LAN) ou uma rede de área estendida (alargada*) (WAN)):";;
14275;8517.61;--Estações-base;;
14276;8517.61.1;De sistema bidirecional de radiomensagens;;
14277;8517.61.11;De taxa de transmissão inferior ou igual a 112 kbit/s;15.0;15.0
14278;8517.61.19;Outras;15.0;15.0
14279;8517.61.20;De sistema troncalizado (trunking);15.0;15.0
14280;8517.61.30;De telefonia celular;15.0;15.0
14281;8517.61.4;De telecomunicação por satélite;;
14282;8517.61.41;Principal terrena fixa, sem conjunto antena-refletor;15.0;15.0
14283;8517.61.42;VSAT (Very Small Aperture Terminal), sem conjunto antena-refletor;15.0;15.0
14284;8517.61.43;Digitais, operando em banda C, Ku, L ou S;15.0;15.0
14285;8517.61.49;Outras;15.0;15.0
14286;8517.61.9;Outras;;
14287;8517.61.91;"Digitais, de frequência igual ou superior a 15 GHz e inferior ou igual a 23 GHz e taxade transmissão inferior ou igual a 8 Mbit/s";15.0;15.0
14288;8517.61.92;Digitais, de frequência superior a 23 GHz;15.0;15.0
14289;8517.61.99;Outras;15.0;15.0
14290;8517.62;"--Aparelhos para recepção, conversão, transmissão ou regeneração de voz, imagens ououtros dados, incluindo os aparelhos de comutação e roteamento";;
14291;8517.62.1;Multiplexadores e concentradores;;
14292;8517.62.11;Multiplexadores por divisão de frequência;15.0;15.0
14293;8517.62.12;"Multiplexadorespordivisãodetempo,digitaissíncronos,comvelocidadedetransmissão igual ou superior a 155 Mbit/s";15.0;15.0
14294;8517.62.13;Outros multiplexadores por divisão de tempo;15.0;15.0
14297;8517.62.14;Concentradores de linhas de assinantes (terminais de central ou terminal remoto);15.0;15.0
14298;8517.62.19;Outros;15.0;15.0
14299;8517.62.2;Aparelhos para comutação de linhas telefônicas;;
14300;8517.62.21;Centrais automáticas públicas, para comutação eletrônica, incluindo as de trânsito;15.0;15.0
14301;8517.62.22;Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais;15.0;15.0
14302;8517.62.23;"Centrais automáticas privadas, de capacidade superior a 25 ramais e inferior ou iguala 200 ramais";15.0;15.0
14303;8517.62.24;Centrais automáticas privadas, de capacidade superior a 200 ramais;15.0;15.0
14304;8517.62.29;Outros;15.0;15.0
14305;8517.62.3;Outros aparelhos para comutação;;
14306;8517.62.31;"Centrais automáticas para comutação por pacote com velocidade de tronco superiora 72 kbit/s e de comutação superior a 3.600 pacotes por segundo, sem multiplexaçãodeterminística";15.0;15.0
14307;8517.62.32;Outras centrais automáticas para comutação por pacote;15.0;15.0
14308;8517.62.33;Centrais automáticas de sistema troncalizado (trunking);15.0;15.0
14309;8517.62.39;Outros;15.0;15.0
14310;8517.62.4;Roteadores digitais, em redes mesmo com fio;;
14311;8517.62.41;Com capacidade de conexão sem fio;15.0;15.0
14312;8517.62.48;"Outros, com velocidade de interface serial de pelo menos 4 Mbit/s, próprios parainterconexão de redes locais com protocolos distintos";15.0;15.0
14313;8517.62.49;Outros;15.0;15.0
14314;8517.62.5;"Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede comfio";;
14315;8517.62.51;Terminais ou repetidores sobre linhas metálicas;15.0;15.0
14316;8517.62.52;"Terminais sobre linhas de fibras ópticas, com velocidade de transmissão superior a2,5 Gbit/s";15.0;15.0
14317;8517.62.53;"Terminais de texto que operem com código de transmissão Baudot, providos deteclado alfanumérico e visor, mesmo com telefone incorporado";15.0;15.0
14318;8517.62.54;Distribuidores de conexões para redes (hubs);15.0;15.0
14319;8517.62.55;Moduladores/demoduladores (modems);15.0;15.0
14320;8517.62.59;Outros;15.0;15.0
14321;8517.62.6;"Aparelhos emissores com receptor incorporado de sistema troncalizado (trunking), detecnologia celular, ou por satélite";;
14322;8517.62.61;De sistema troncalizado (trunking);15.0;15.0
14323;8517.62.62;De tecnologia celular;15.0;15.0
14324;8517.62.64;Por satélite, digitais, operando em banda C, Ku, L ou S;15.0;15.0
14325;8517.62.65;Outros, por satélite;15.0;15.0
14326;8517.62.7;Outros aparelhos emissores com receptor incorporado, digitais;;
14327;8517.62.71;"Terminaisportáteisdesistemabidirecionalderadiomensagens,detaxadetransmissão inferior ou igual a 112 kbit/s";15.0;15.0
14328;8517.62.72;"De frequência inferior a 15 GHz e de taxa de transmissão inferior ou igual a 34 Mbit/s,exceto os de sistema bidirecional de radiomensagens de taxa de transmissão inferiorou igual a 112 kbit/s";15.0;15.0
14329;8517.62.77;Outros, de frequência inferior a 15 GHz;15.0;15.0
14330;8517.62.78;"De frequência igual ou superior a 15 GHz, mas inferior ou igual a 23 GHz e taxa detransmissão inferior ou igual a 8 Mbit/s";15.0;15.0
14331;8517.62.79;Outros;15.0;15.0
14332;8517.62.9;Outros;;
14333;8517.62.91;Aparelhos transmissores (emissores);15.0;15.0
14334;8517.62.92;"Receptorespessoaisderadiomensagenscomapresentaçãoalfanuméricadamensagem em visor";15.0;15.0
14335;8517.62.93;Outros receptores pessoais de radiomensagens;15.0;15.0
14336;8517.62.94;Tradutores (conversores) de protocolos para interconexão de redes (gateways);15.0;15.0
14337;8517.62.95;Terminais fixos, analógicos, sem fonte própria de energia, monocanais;15.0;15.0
14338;8517.62.96;Outros, analógicos;15.0;15.0
14339;8517.62.99;Outros;20.0;20.0
14340;8517.69.00;--Outros;15.0;15.0
14341;8517.70;- Partes;;
14342;8517.70.10;Circuitos impressos com componentes elétricos ou eletrônicos, montados;15.0;15.0
14343;8517.70.2;"Antenas e refletores de antenas de qualquer tipo; partes reconhecíveis como deutilização conjunta com esses artigos";;
14344;8517.70.21;Antenas próprias para telefones celulares portáteis, exceto as telescópicas;5.0;5.0
14345;8517.70.29;Outras;10.0;10.0
14346;8517.70.9;Outras;;
14347;8517.70.91;Gabinetes, bastidores e armações;10.0;10.0
14348;8517.70.92;Registradores e seletores para centrais automáticas;10.0;10.0
14349;8517.70.99;Outras;10.0;10.0
14351;85.18;"Microfones e seus suportes; alto-falantes (altifalantes), mesmo montados nas suascaixas (colunas); fones de ouvido (auscultadores e auriculares*), mesmo combinadoscom um microfone, e conjuntos ou sortidos constituídos por um microfone e um oumaisalto-falantes(altifalantes);amplificadoreselétricosdeaudiofrequência;aparelhos elétricos de amplificação de som.";;
14352;8518.10;- Microfones e seus suportes;;
14353;8518.10.10;Piezelétricos próprios para aparelhos telefônicos;5.0;5.0
14354;8518.10.90;Outros;15.0;15.0
14355;8518.2;- Alto-falantes (altifalantes), mesmo montados nas suas caixas (colunas):;;
14356;8518.21.00;--Alto-falante (altifalante) único montado na sua caixa (coluna);15.0;15.0
14357;8518.22.00;--Alto-falantes (altifalantes) múltiplos montados na mesma caixa (coluna);15.0;15.0
14358;8518.29;--Outros;;
14359;8518.29.10;Piezelétricos próprios para aparelhos telefônicos;5.0;5.0
14360;8518.29.90;Outros;15.0;15.0
14361;8518.30.00;"- Fones de ouvido (Auscultadores e auriculares*), mesmo combinados com um microfone,econjuntosousortidosconstituídosporummicrofoneeumoumaisalto-falantes(altifalantes)";15.0;15.0
14362;8518.40.00;- Amplificadores elétricos de audiofrequência;15.0;15.0
14363;8518.50.00;- Aparelhos elétricos de amplificação de som;15.0;15.0
14364;8518.90;- Partes;;
14365;8518.90.10;De alto-falantes (altifalantes);15.0;15.0
14366;8518.90.90;Outras;15.0;15.0
14368;85.19;"Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos degravação e de reprodução de som.";;
14369;8519.20.00;"- Aparelhos que funcionem por introdução de moedas, notas, cartões de banco, fichas oupor outros meios de pagamento";25.0;25.0
14370;8519.30.00;- Pratos de toca-discos (gira-discos*);30.0;30.0
14371;8519.50.00;- Secretárias eletrônicas (Atendedores telefônicos*);25.0;25.0
14372;8519.8;- Outros aparelhos:;;
14373;8519.81;--Que utilizem um suporte magnético, óptico ou de semicondutor;;
14374;8519.81.10;Com sistema de leitura óptica por laser (leitores de discos compactos);30.0;30.0
14375;8519.81.20;Gravadores de som de cabinas de aeronaves;25.0;25.0
14376;8519.81.90;Outros;25.0;25.0
14380;8519.89.00;--Outros;25.0;25.0
14383;85.21;"Aparelhos de gravação ou de reprodução de vídeo, mesmo incorporando um receptorde televisão.";;
14384;8521.10;- De fita magnética;;
14385;8521.10.10;Gravador-reprodutor, sem sintonizador;25.0;25.0
14386;8521.10.8;Outros, para fitas de largura inferior a 19,05 mm (3/4”);;
14387;8521.10.81;Em cassete, de largura de fita igual a 12,65 mm (1/2”);25.0;25.0
14388;8521.10.89;Outros;25.0;25.0
14389;8521.10.90;Outros, para fitas de largura igual ou superior a 19,05 mm (3/4”);25.0;25.0
14390;8521.90;- Outros;;
14391;8521.90.10;"Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, ópticoou optomagnético";5.0;5.0
14392;8521.90.90;Outros;15.0;15.0
14395;85.22;"Parteseacessóriosreconhecíveiscomosendoexclusivaouprincipalmentedestinados aos aparelhos das posições 85.19 ou 85.21.";;
14396;8522.10.00;- Fonocaptores;25.0;25.0
14397;8522.90;- Outros;;
14398;8522.90.10;Agulhas com ponta de pedra preciosa;25.0;25.0
14399;8522.90.20;Gabinetes;25.0;25.0
14400;8522.90.30;Chassis ou suportes;25.0;25.0
14401;8522.90.40;Leitores de som, magnéticos (cabeças magnéticas);25.0;25.0
14402;8522.90.50;Mecanismos toca-discos, mesmo com cambiador;25.0;25.0
14403;8522.90.90;Outros;25.0;25.0
14405;85.23;"Discos,fitas,dispositivosdearmazenamentodedadosnãovoláteisàbasedesemicondutores, “cartões inteligentes” e outros suportes para gravação de som ouparagravaçõessemelhantes,mesmogravados,incluindoasmatrizesemoldesgalvânicos para fabricação de discos, exceto os produtos do Capítulo 37.";;
14406;8523.2;- Suportes magnéticos:;;
14407;8523.21;--Cartões com tarja (pista) magnética;;
14408;8523.21.10;Não gravados;15.0;15.0
14409;8523.21.20;Gravados;15.0;15.0
14410;8523.29;--Outros;;
14411;8523.29.1;Discos magnéticos;;
14412;8523.29.11;Do tipo utilizado em unidades de discos rígidos;5.0;5.0
14413;8523.29.19;Outros;15.0;15.0
14414;8523.29.2;Fitas magnéticas, não gravadas;;
14415;8523.29.21;De largura não superior a 4 mm, em cassetes;25.0;25.0
14416;8523.29.22;De largura superior a 4 mm, mas não superior a 6,5 mm;25.0;25.0
14417;8523.29.23;De largura superior a 6,5 mm, mas não superior a 50,8 mm (2”), em rolos ou carretéis;25.0;25.0
14418;8523.29.24;De largura superior a 6,5 mm, em cassetes para gravação de vídeo;25.0;25.0
14419;8523.29.29;Outras;25.0;25.0
14420;8523.29.3;Fitas magnéticas, gravadas;;
14421;8523.29.31;Para reprodução de fenômenos diferentes do som ou da imagem;15.0;15.0
14422;8523.29.32;"De largura não superior a 4 mm, em cartuchos ou cassetes, exceto as do subitem8523.29.31";15.0;15.0
14425;8523.29.33;De largura superior a 6,5 mm, exceto as do subitem 8523.29.31;15.0;15.0
14428;8523.29.39;Outras;15.0;15.0
14432;8523.29.90;Outros;15.0;15.0
14433;8523.4;- Suportes ópticos:;;
14434;8523.41;--Não gravados;;
14435;8523.41.10;"Discos para sistema de leitura por raios laser com possibilidade de serem gravadosuma única vez";15.0;15.0
14436;8523.41.90;Outros;15.0;15.0
14437;8523.49;--Outros;;
14438;8523.49.10;Para reprodução apenas do som;15.0;15.0
14439;8523.49.20;Para reprodução de fenômenos diferentes do som ou da imagem;15.0;15.0
14440;8523.49.90;Outros;15.0;15.0
14441;8523.5;- Suportes de semicondutor:;;
14442;8523.51;--Dispositivos de armazenamento de dados não voláteis à base de semicondutores;;
14443;8523.51.10;Cartões de memória (memory cards);15.0;15.0
14446;8523.51.90;Outros;15.0;15.0
14447;8523.52;--“Cartões inteligentes”;;
14448;8523.52.10;Cartões e etiquetas de acionamento por aproximação;10.0;10.0
14449;8523.52.90;Outros;5.0;5.0
14450;8523.59.00;--Outros;15.0;15.0
14451;8523.80.00;- Outros;15.0;15.0
14453;85.25;"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo queincorporem um aparelho receptor ou um aparelho de gravação ou de reprodução desom; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.";;
14454;8525.50;- Aparelhos transmissores (emissores);;
14455;8525.50.1;De radiodifusão;;
14456;8525.50.11;"Em AM, com modulação por código ou largura de pulso, totalmente a semicondutor ecom potência de saída superior a 10 kW";15.0;15.0
14457;8525.50.12;Em FM, com etapa de saída valvular e potência superior a 30 kW;15.0;15.0
14458;8525.50.19;Outros;15.0;15.0
14459;8525.50.2;De televisão;;
14460;8525.50.21;De frequência superior a 7 GHz;15.0;15.0
14461;8525.50.22;"Em banda UHF, de frequência igual ou superior a 2,0 GHz, mas não superior a2,7 GHz, com potência de saída igual ou superior a 10 W, mas não superior a 100 W";15.0;15.0
14462;8525.50.23;Em banda UHF, com potência de saída superior a 10 kW;15.0;15.0
14463;8525.50.24;Em banda VHF, com potência de saída igual ou superior a 20 kW;15.0;15.0
14464;8525.50.29;Outros;15.0;15.0
14467;8525.60;- Aparelhos transmissores (emissores) que incorporem um aparelho receptor;;
14468;8525.60.10;De radiodifusão;15.0;15.0
14470;8525.60.20;De televisão, de frequência superior a 7 GHz;15.0;15.0
14472;8525.60.90;Outros;15.0;15.0
14474;8525.80;- Câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo;;
14475;8525.80.1;Câmeras de televisão;;
14476;8525.80.11;Com três ou mais captadores de imagem;20.0;20.0
14477;8525.80.12;"Com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementosde imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux";20.0;20.0
14478;8525.80.13;"Outras, próprias para captar imagens exclusivamente no espectro infravermelho decomprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superiora 14 micrômetros (mícrons)";20.0;20.0
14479;8525.80.19;Outras;20.0;20.0
14481;8525.80.2;Câmeras fotográficas digitais e câmeras de vídeo;;
14482;8525.80.21;Com três ou mais captadores de imagem;20.0;20.0
14483;8525.80.22;"Outras, próprias para captar imagens exclusivamente no espectro infravermelho decomprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superiora 14 micrômetros (mícrons)";20.0;20.0
14484;8525.80.29;Outras;20.0;20.0
14486;85.26;"Aparelhosderadiodetecçãoederadiossondagem(radar),aparelhosderadionavegação e aparelhos de radiotelecomando.";;
14487;8526.10.00;- Aparelhos de radiodetecção e de radiossondagem (radar);20.0;20.0
14488;8526.9;- Outros:;;
14489;8526.91.00;--Aparelhos de radionavegação;20.0;20.0
